age,County,Population,FIP,Total,age_sort,year,merger
30 to 34 years,"Fairfax County, Virginia",41494,VA_059,1142004,30,2013-2017,"30 to 34 yearsFairfax County, Virginia"
30 to 34 years,"Fauquier County, Virginia",1769,VA_061,68406,30,2013-2017,"30 to 34 yearsFauquier County, Virginia"
30 to 34 years,"Loudoun County, Virginia",14689,VA_107,374558,30,2013-2017,"30 to 34 yearsLoudoun County, Virginia"
30 to 34 years,"Prince William County, Virginia",17124,VA_153,450763,30,2013-2017,"30 to 34 yearsPrince William County, Virginia"
30 to 34 years,"Rappahannock County, Virginia",171,VA_157,7359,30,2013-2017,"30 to 34 yearsRappahannock County, Virginia"
30 to 34 years,"Spotsylvania County, Virginia",4160,VA_177,130159,30,2013-2017,"30 to 34 yearsSpotsylvania County, Virginia"
30 to 34 years,"Stafford County, Virginia",4623,VA_179,141159,30,2013-2017,"30 to 34 yearsStafford County, Virginia"
30 to 34 years,"Warren County, Virginia",1236,VA_187,38991,30,2013-2017,"30 to 34 yearsWarren County, Virginia"
30 to 34 years,"Alexandria city, Virginia",9960,VA_510,154710,30,2013-2017,"30 to 34 yearsAlexandria city, Virginia"
30 to 34 years,"Fairfax city, Virginia",753,VA_600,23580,30,2013-2017,"30 to 34 yearsFairfax city, Virginia"
30 to 34 years,"Falls Church city, Virginia",495,VA_610,13843,30,2013-2017,"30 to 34 yearsFalls Church city, Virginia"
30 to 34 years,"Fredericksburg city, Virginia",918,VA_630,28135,30,2013-2017,"30 to 34 yearsFredericksburg city, Virginia"
30 to 34 years,"Manassas city, Virginia",1616,VA_683,41379,30,2013-2017,"30 to 34 yearsManassas city, Virginia"
30 to 34 years,"Manassas Park city, Virginia",625,VA_685,16117,30,2013-2017,"30 to 34 yearsManassas Park city, Virginia"
30 to 34 years,"Jefferson County, West Virginia",1704,WV_037,55673,30,2013-2017,"30 to 34 yearsJefferson County, West Virginia"
35 to 39 years,"District of Columbia, District of Columbia",27087,DC_001,672391,35,2013-2017,"35 to 39 yearsDistrict of Columbia, District of Columbia"
35 to 39 years,"Calvert County, Maryland",2530,MD_009,90824,35,2013-2017,"35 to 39 yearsCalvert County, Maryland"
35 to 39 years,"Charles County, Maryland",5109,MD_017,156021,35,2013-2017,"35 to 39 yearsCharles County, Maryland"
35 to 39 years,"Frederick County, Maryland",7695,MD_021,246105,35,2013-2017,"35 to 39 yearsFrederick County, Maryland"
35 to 39 years,"Montgomery County, Maryland",37746,MD_031,1039198,35,2013-2017,"35 to 39 yearsMontgomery County, Maryland"
35 to 39 years,"Prince George's County, Maryland",32289,MD_033,905161,35,2013-2017,"35 to 39 yearsPrince George's County, Maryland"
35 to 39 years,"Arlington County, Virginia",10366,VA_013,229534,35,2013-2017,"35 to 39 yearsArlington County, Virginia"
35 to 39 years,"Clarke County, Virginia",401,VA_043,14331,35,2013-2017,"35 to 39 yearsClarke County, Virginia"
35 to 39 years,"Culpeper County, Virginia",1631,VA_047,49795,35,2013-2017,"35 to 39 yearsCulpeper County, Virginia"
35 to 39 years,"Fairfax County, Virginia",42566,VA_059,1142004,35,2013-2017,"35 to 39 yearsFairfax County, Virginia"
35 to 39 years,"Fauquier County, Virginia",2172,VA_061,68406,35,2013-2017,"35 to 39 yearsFauquier County, Virginia"
35 to 39 years,"Loudoun County, Virginia",16970,VA_107,374558,35,2013-2017,"35 to 39 yearsLoudoun County, Virginia"
35 to 39 years,"Prince William County, Virginia",17971,VA_153,450763,35,2013-2017,"35 to 39 yearsPrince William County, Virginia"
35 to 39 years,"Rappahannock County, Virginia",242,VA_157,7359,35,2013-2017,"35 to 39 yearsRappahannock County, Virginia"
35 to 39 years,"Spotsylvania County, Virginia",4278,VA_177,130159,35,2013-2017,"35 to 39 yearsSpotsylvania County, Virginia"
35 to 39 years,"Stafford County, Virginia",5127,VA_179,141159,35,2013-2017,"35 to 39 yearsStafford County, Virginia"
35 to 39 years,"Warren County, Virginia",971,VA_187,38991,35,2013-2017,"35 to 39 yearsWarren County, Virginia"
35 to 39 years,"Alexandria city, Virginia",7813,VA_510,154710,35,2013-2017,"35 to 39 yearsAlexandria city, Virginia"
35 to 39 years,"Fairfax city, Virginia",853,VA_600,23580,35,2013-2017,"35 to 39 yearsFairfax city, Virginia"
35 to 39 years,"Falls Church city, Virginia",393,VA_610,13843,35,2013-2017,"35 to 39 yearsFalls Church city, Virginia"
35 to 39 years,"Fredericksburg city, Virginia",1063,VA_630,28135,35,2013-2017,"35 to 39 yearsFredericksburg city, Virginia"
35 to 39 years,"Manassas city, Virginia",1602,VA_683,41379,35,2013-2017,"35 to 39 yearsManassas city, Virginia"
35 to 39 years,"Manassas Park city, Virginia",737,VA_685,16117,35,2013-2017,"35 to 39 yearsManassas Park city, Virginia"
35 to 39 years,"Jefferson County, West Virginia",1938,WV_037,55673,35,2013-2017,"35 to 39 yearsJefferson County, West Virginia"
40 to 44 years,"District of Columbia, District of Columbia",20993,DC_001,672391,40,2013-2017,"40 to 44 yearsDistrict of Columbia, District of Columbia"
40 to 44 years,"Calvert County, Maryland",3278,MD_009,90824,40,2013-2017,"40 to 44 yearsCalvert County, Maryland"
40 to 44 years,"Charles County, Maryland",6116,MD_017,156021,40,2013-2017,"40 to 44 yearsCharles County, Maryland"
40 to 44 years,"Frederick County, Maryland",8562,MD_021,246105,40,2013-2017,"40 to 44 yearsFrederick County, Maryland"
40 to 44 years,"Montgomery County, Maryland",36787,MD_031,1039198,40,2013-2017,"40 to 44 yearsMontgomery County, Maryland"
40 to 44 years,"Prince George's County, Maryland",30754,MD_033,905161,40,2013-2017,"40 to 44 yearsPrince George's County, Maryland"
40 to 44 years,"Arlington County, Virginia",8328,VA_013,229534,40,2013-2017,"40 to 44 yearsArlington County, Virginia"
40 to 44 years,"Clarke County, Virginia",454,VA_043,14331,40,2013-2017,"40 to 44 yearsClarke County, Virginia"
40 to 44 years,"Culpeper County, Virginia",1499,VA_047,49795,40,2013-2017,"40 to 44 yearsCulpeper County, Virginia"
40 to 44 years,"Fairfax County, Virginia",42009,VA_059,1142004,40,2013-2017,"40 to 44 yearsFairfax County, Virginia"
40 to 44 years,"Fauquier County, Virginia",2119,VA_061,68406,40,2013-2017,"40 to 44 yearsFauquier County, Virginia"
40 to 44 years,"Loudoun County, Virginia",16143,VA_107,374558,40,2013-2017,"40 to 44 yearsLoudoun County, Virginia"
40 to 44 years,"Prince William County, Virginia",17123,VA_153,450763,40,2013-2017,"40 to 44 yearsPrince William County, Virginia"
40 to 44 years,"Rappahannock County, Virginia",113,VA_157,7359,40,2013-2017,"40 to 44 yearsRappahannock County, Virginia"
40 to 44 years,"Spotsylvania County, Virginia",4413,VA_177,130159,40,2013-2017,"40 to 44 yearsSpotsylvania County, Virginia"
40 to 44 years,"Stafford County, Virginia",4695,VA_179,141159,40,2013-2017,"40 to 44 yearsStafford County, Virginia"
40 to 44 years,"Warren County, Virginia",1304,VA_187,38991,40,2013-2017,"40 to 44 yearsWarren County, Virginia"
40 to 44 years,"Alexandria city, Virginia",6368,VA_510,154710,40,2013-2017,"40 to 44 yearsAlexandria city, Virginia"
40 to 44 years,"Fairfax city, Virginia",755,VA_600,23580,40,2013-2017,"40 to 44 yearsFairfax city, Virginia"
40 to 44 years,"Falls Church city, Virginia",467,VA_610,13843,40,2013-2017,"40 to 44 yearsFalls Church city, Virginia"
40 to 44 years,"Fredericksburg city, Virginia",788,VA_630,28135,40,2013-2017,"40 to 44 yearsFredericksburg city, Virginia"
40 to 44 years,"Manassas city, Virginia",1278,VA_683,41379,40,2013-2017,"40 to 44 yearsManassas city, Virginia"
40 to 44 years,"Manassas Park city, Virginia",670,VA_685,16117,40,2013-2017,"40 to 44 yearsManassas Park city, Virginia"
40 to 44 years,"Jefferson County, West Virginia",1783,WV_037,55673,40,2013-2017,"40 to 44 yearsJefferson County, West Virginia"
45 to 49 years,"District of Columbia, District of Columbia",18948,DC_001,672391,45,2013-2017,"45 to 49 yearsDistrict of Columbia, District of Columbia"
45 to 49 years,"Calvert County, Maryland",3747,MD_009,90824,45,2013-2017,"45 to 49 yearsCalvert County, Maryland"
45 to 49 years,"Charles County, Maryland",6841,MD_017,156021,45,2013-2017,"45 to 49 yearsCharles County, Maryland"
45 to 49 years,"Frederick County, Maryland",9640,MD_021,246105,45,2013-2017,"45 to 49 yearsFrederick County, Maryland"
45 to 49 years,"Montgomery County, Maryland",39250,MD_031,1039198,45,2013-2017,"45 to 49 yearsMontgomery County, Maryland"
45 to 49 years,"Prince George's County, Maryland",33932,MD_033,905161,45,2013-2017,"45 to 49 yearsPrince George's County, Maryland"
45 to 49 years,"Arlington County, Virginia",7293,VA_013,229534,45,2013-2017,"45 to 49 yearsArlington County, Virginia"
45 to 49 years,"Clarke County, Virginia",564,VA_043,14331,45,2013-2017,"45 to 49 yearsClarke County, Virginia"
45 to 49 years,"Culpeper County, Virginia",1666,VA_047,49795,45,2013-2017,"45 to 49 yearsCulpeper County, Virginia"
45 to 49 years,"Fairfax County, Virginia",43331,VA_059,1142004,45,2013-2017,"45 to 49 yearsFairfax County, Virginia"
45 to 49 years,"Fauquier County, Virginia",2630,VA_061,68406,45,2013-2017,"45 to 49 yearsFauquier County, Virginia"
45 to 49 years,"Loudoun County, Virginia",15750,VA_107,374558,45,2013-2017,"45 to 49 yearsLoudoun County, Virginia"
45 to 49 years,"Prince William County, Virginia",17091,VA_153,450763,45,2013-2017,"45 to 49 yearsPrince William County, Virginia"
45 to 49 years,"Rappahannock County, Virginia",240,VA_157,7359,45,2013-2017,"45 to 49 yearsRappahannock County, Virginia"
45 to 49 years,"Spotsylvania County, Virginia",5068,VA_177,130159,45,2013-2017,"45 to 49 yearsSpotsylvania County, Virginia"
45 to 49 years,"Stafford County, Virginia",5708,VA_179,141159,45,2013-2017,"45 to 49 yearsStafford County, Virginia"
45 to 49 years,"Warren County, Virginia",1399,VA_187,38991,45,2013-2017,"45 to 49 yearsWarren County, Virginia"
45 to 49 years,"Alexandria city, Virginia",5476,VA_510,154710,45,2013-2017,"45 to 49 yearsAlexandria city, Virginia"
45 to 49 years,"Fairfax city, Virginia",850,VA_600,23580,45,2013-2017,"45 to 49 yearsFairfax city, Virginia"
45 to 49 years,"Falls Church city, Virginia",590,VA_610,13843,45,2013-2017,"45 to 49 yearsFalls Church city, Virginia"
45 to 49 years,"Fredericksburg city, Virginia",701,VA_630,28135,45,2013-2017,"45 to 49 yearsFredericksburg city, Virginia"
45 to 49 years,"Manassas city, Virginia",1368,VA_683,41379,45,2013-2017,"45 to 49 yearsManassas city, Virginia"
45 to 49 years,"Manassas Park city, Virginia",689,VA_685,16117,45,2013-2017,"45 to 49 yearsManassas Park city, Virginia"
45 to 49 years,"Jefferson County, West Virginia",2166,WV_037,55673,45,2013-2017,"45 to 49 yearsJefferson County, West Virginia"
50 to 54 years,"District of Columbia, District of Columbia",19136,DC_001,672391,50,2013-2017,"50 to 54 yearsDistrict of Columbia, District of Columbia"
50 to 54 years,"Calvert County, Maryland",4214,MD_009,90824,50,2013-2017,"50 to 54 yearsCalvert County, Maryland"
50 to 54 years,"Charles County, Maryland",6866,MD_017,156021,50,2013-2017,"50 to 54 yearsCharles County, Maryland"
50 to 54 years,"Frederick County, Maryland",10122,MD_021,246105,50,2013-2017,"50 to 54 yearsFrederick County, Maryland"
50 to 54 years,"Montgomery County, Maryland",40004,MD_031,1039198,50,2013-2017,"50 to 54 yearsMontgomery County, Maryland"
50 to 54 years,"Prince George's County, Maryland",35377,MD_033,905161,50,2013-2017,"50 to 54 yearsPrince George's County, Maryland"
50 to 54 years,"Arlington County, Virginia",6537,VA_013,229534,50,2013-2017,"50 to 54 yearsArlington County, Virginia"
50 to 54 years,"Clarke County, Virginia",596,VA_043,14331,50,2013-2017,"50 to 54 yearsClarke County, Virginia"
50 to 54 years,"Culpeper County, Virginia",1854,VA_047,49795,50,2013-2017,"50 to 54 yearsCulpeper County, Virginia"
50 to 54 years,"Fairfax County, Virginia",43624,VA_059,1142004,50,2013-2017,"50 to 54 yearsFairfax County, Virginia"
50 to 54 years,"Fauquier County, Virginia",2966,VA_061,68406,50,2013-2017,"50 to 54 yearsFauquier County, Virginia"
50 to 54 years,"Loudoun County, Virginia",13701,VA_107,374558,50,2013-2017,"50 to 54 yearsLoudoun County, Virginia"
50 to 54 years,"Prince William County, Virginia",16278,VA_153,450763,50,2013-2017,"50 to 54 yearsPrince William County, Virginia"
50 to 54 years,"Rappahannock County, Virginia",290,VA_157,7359,50,2013-2017,"50 to 54 yearsRappahannock County, Virginia"
50 to 54 years,"Spotsylvania County, Virginia",5167,VA_177,130159,50,2013-2017,"50 to 54 yearsSpotsylvania County, Virginia"
50 to 54 years,"Stafford County, Virginia",5745,VA_179,141159,50,2013-2017,"50 to 54 yearsStafford County, Virginia"
50 to 54 years,"Warren County, Virginia",1639,VA_187,38991,50,2013-2017,"50 to 54 yearsWarren County, Virginia"
50 to 54 years,"Alexandria city, Virginia",5107,VA_510,154710,50,2013-2017,"50 to 54 yearsAlexandria city, Virginia"
50 to 54 years,"Fairfax city, Virginia",868,VA_600,23580,50,2013-2017,"50 to 54 yearsFairfax city, Virginia"
50 to 54 years,"Falls Church city, Virginia",610,VA_610,13843,50,2013-2017,"50 to 54 yearsFalls Church city, Virginia"
50 to 54 years,"Fredericksburg city, Virginia",825,VA_630,28135,50,2013-2017,"50 to 54 yearsFredericksburg city, Virginia"
50 to 54 years,"Manassas city, Virginia",1485,VA_683,41379,50,2013-2017,"50 to 54 yearsManassas city, Virginia"
50 to 54 years,"Manassas Park city, Virginia",488,VA_685,16117,50,2013-2017,"50 to 54 yearsManassas Park city, Virginia"
50 to 54 years,"Jefferson County, West Virginia",2223,WV_037,55673,50,2013-2017,"50 to 54 yearsJefferson County, West Virginia"
55 to 59 years,"District of Columbia, District of Columbia",18545,DC_001,672391,55,2013-2017,"55 to 59 yearsDistrict of Columbia, District of Columbia"
55 to 59 years,"Calvert County, Maryland",3464,MD_009,90824,55,2013-2017,"55 to 59 yearsCalvert County, Maryland"
55 to 59 years,"Charles County, Maryland",5754,MD_017,156021,55,2013-2017,"55 to 59 yearsCharles County, Maryland"
55 to 59 years,"Frederick County, Maryland",9439,MD_021,246105,55,2013-2017,"55 to 59 yearsFrederick County, Maryland"
55 to 59 years,"Montgomery County, Maryland",37344,MD_031,1039198,55,2013-2017,"55 to 59 yearsMontgomery County, Maryland"
55 to 59 years,"Prince George's County, Maryland",32482,MD_033,905161,55,2013-2017,"55 to 59 yearsPrince George's County, Maryland"
55 to 59 years,"Arlington County, Virginia",6269,VA_013,229534,55,2013-2017,"55 to 59 yearsArlington County, Virginia"
55 to 59 years,"Clarke County, Virginia",681,VA_043,14331,55,2013-2017,"55 to 59 yearsClarke County, Virginia"
55 to 59 years,"Culpeper County, Virginia",1917,VA_047,49795,55,2013-2017,"55 to 59 yearsCulpeper County, Virginia"
55 to 59 years,"Fairfax County, Virginia",39696,VA_059,1142004,55,2013-2017,"55 to 59 yearsFairfax County, Virginia"
55 to 59 years,"Fauquier County, Virginia",2505,VA_061,68406,55,2013-2017,"55 to 59 yearsFauquier County, Virginia"
55 to 59 years,"Loudoun County, Virginia",10514,VA_107,374558,55,2013-2017,"55 to 59 yearsLoudoun County, Virginia"
55 to 59 years,"Prince William County, Virginia",12752,VA_153,450763,55,2013-2017,"55 to 59 yearsPrince William County, Virginia"
55 to 59 years,"Rappahannock County, Virginia",348,VA_157,7359,55,2013-2017,"55 to 59 yearsRappahannock County, Virginia"
55 to 59 years,"Spotsylvania County, Virginia",4716,VA_177,130159,55,2013-2017,"55 to 59 yearsSpotsylvania County, Virginia"
55 to 59 years,"Stafford County, Virginia",4538,VA_179,141159,55,2013-2017,"55 to 59 yearsStafford County, Virginia"
55 to 59 years,"Warren County, Virginia",1386,VA_187,38991,55,2013-2017,"55 to 59 yearsWarren County, Virginia"
55 to 59 years,"Alexandria city, Virginia",4830,VA_510,154710,55,2013-2017,"55 to 59 yearsAlexandria city, Virginia"
55 to 59 years,"Fairfax city, Virginia",863,VA_600,23580,55,2013-2017,"55 to 59 yearsFairfax city, Virginia"
55 to 59 years,"Falls Church city, Virginia",509,VA_610,13843,55,2013-2017,"55 to 59 yearsFalls Church city, Virginia"
55 to 59 years,"Fredericksburg city, Virginia",832,VA_630,28135,55,2013-2017,"55 to 59 yearsFredericksburg city, Virginia"
55 to 59 years,"Manassas city, Virginia",1162,VA_683,41379,55,2013-2017,"55 to 59 yearsManassas city, Virginia"
55 to 59 years,"Manassas Park city, Virginia",377,VA_685,16117,55,2013-2017,"55 to 59 yearsManassas Park city, Virginia"
55 to 59 years,"Jefferson County, West Virginia",1977,WV_037,55673,55,2013-2017,"55 to 59 yearsJefferson County, West Virginia"
60 and 61 years,"District of Columbia, District of Columbia",7685,DC_001,672391,60,2013-2017,"60 and 61 yearsDistrict of Columbia, District of Columbia"
60 and 61 years,"Calvert County, Maryland",1091,MD_009,90824,60,2013-2017,"60 and 61 yearsCalvert County, Maryland"
60 and 61 years,"Charles County, Maryland",1946,MD_017,156021,60,2013-2017,"60 and 61 yearsCharles County, Maryland"
60 and 61 years,"Frederick County, Maryland",2872,MD_021,246105,60,2013-2017,"60 and 61 yearsFrederick County, Maryland"
60 and 61 years,"Montgomery County, Maryland",14153,MD_031,1039198,60,2013-2017,"60 and 61 yearsMontgomery County, Maryland"
60 and 61 years,"Prince George's County, Maryland",12076,MD_033,905161,60,2013-2017,"60 and 61 yearsPrince George's County, Maryland"
60 and 61 years,"Arlington County, Virginia",2146,VA_013,229534,60,2013-2017,"60 and 61 yearsArlington County, Virginia"
60 and 61 years,"Clarke County, Virginia",241,VA_043,14331,60,2013-2017,"60 and 61 yearsClarke County, Virginia"
60 and 61 years,"Culpeper County, Virginia",401,VA_047,49795,60,2013-2017,"60 and 61 yearsCulpeper County, Virginia"
60 and 61 years,"Fairfax County, Virginia",14501,VA_059,1142004,60,2013-2017,"60 and 61 yearsFairfax County, Virginia"
60 and 61 years,"Fauquier County, Virginia",1058,VA_061,68406,60,2013-2017,"60 and 61 yearsFauquier County, Virginia"
60 and 61 years,"Loudoun County, Virginia",3538,VA_107,374558,60,2013-2017,"60 and 61 yearsLoudoun County, Virginia"
60 and 61 years,"Prince William County, Virginia",4834,VA_153,450763,60,2013-2017,"60 and 61 yearsPrince William County, Virginia"
