estimate_year,index,CA_037,CA_059,DC_001,DE_003,FL_011,FL_086,FL_099,GA_013,GA_015,GA_035,GA_045,GA_057,GA_063,GA_067,GA_077,GA_085,GA_089,GA_097,GA_113,GA_117,GA_121,GA_135,GA_143,GA_149,GA_151,GA_159,GA_171,GA_199,GA_211,GA_217,GA_223,GA_227,GA_231,GA_247,GA_255,GA_297,IL_031,IL_037,IL_043,IL_063,IL_089,IL_093,IL_097,IL_111,IL_197,IN_073,IN_089,IN_111,IN_127,MA_009,MA_017,MA_021,MA_023,MA_025,MD_009,MD_015,MD_017,MD_021,MD_031,MD_033,MSA,NH_015,NH_017,NJ_003,NJ_005,NJ_007,NJ_013,NJ_015,NJ_017,NJ_019,NJ_023,NJ_025,NJ_027,NJ_029,NJ_031,NJ_033,NJ_035,NJ_037,NJ_039,NY_005,NY_027,NY_047,NY_059,NY_061,NY_071,NY_079,NY_081,NY_085,NY_087,NY_103,NY_119,PA_017,PA_029,PA_045,PA_091,PA_101,PA_103,TX_015,TX_039,TX_071,TX_085,TX_113,TX_121,TX_139,TX_157,TX_167,TX_201,TX_221,TX_231,TX_251,TX_257,TX_291,TX_339,TX_367,TX_397,TX_425,TX_439,TX_473,TX_497,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WI_059,WV_037
2009-2013,B02001_7_some_other_race_alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062,15507,1791,,,,,31515,6795,386472,,,,,4693,16980,,,,,1266,,,,,,,,,,,,,,,,,,,,
2009-2013,B02001_8_two_or_more_races,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,5521,931,,,,,14666,6564,83481,,,,,1367,10600,,,,,1568,,,,,,,,,,,,,,,,,,,,
2009-2013,B02001_9_two_races_including_some_other_race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,1348,110,,,,,4204,1128,23913,,,,,519,1556,,,,,392,,,,,,,,,,,,,,,,,,,,
2009-2013,"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,4173,821,,,,,10462,5436,59568,,,,,848,9044,,,,,1176,,,,,,,,,,,,,,,,,,,,
2009-2013,B11001_1_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10615,107717,12147,,,,,191406,110032,1434694,,,,,24844,163462,,,,,13601,,,,,,,,,,,,,,,,,,,,
2009-2013,B11001_2_family_households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7517,80021,9839,,,,,158752,76115,984120,,,,,18535,121297,,,,,9834,,,,,,,,,,,,,,,,,,,,
2009-2013,B11001_3_married-couple_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6282,61329,8251,,,,,126356,57126,677880,,,,,13874,95938,,,,,7300,,,,,,,,,,,,,,,,,,,,
2009-2013,B11001_4_other_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235,18692,1588,,,,,32396,18989,306240,,,,,4661,25359,,,,,2534,,,,,,,,,,,,,,,,,,,,
2009-2013,"B11001_5_male_householder,_no_wife_present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,4989,830,,,,,8761,4676,83309,,,,,1285,8061,,,,,647,,,,,,,,,,,,,,,,,,,,
2009-2013,"B11001_6_female_householder,_no_husband_present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989,13703,758,,,,,23635,14313,222931,,,,,3376,17298,,,,,1887,,,,,,,,,,,,,,,,,,,,
2009-2013,B11001_7_nonfamily_households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,27696,2308,,,,,32654,33917,450574,,,,,6309,42165,,,,,3767,,,,,,,,,,,,,,,,,,,,
2009-2013,B11001_8_householder_living_alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2829,23431,1895,,,,,28166,28042,370480,,,,,5260,34940,,,,,2759,,,,,,,,,,,,,,,,,,,,
2009-2013,B11001_9_householder_not_living_alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,4265,413,,,,,4488,5875,80094,,,,,1049,7225,,,,,1008,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_1_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18948,205102,22766,,,,,382026,195850,2601311,,,,,49565,304117,,,,,24658,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_2_male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9188,103316,11358,,,,,182477,95054,1274371,,,,,23808,147517,,,,,12259,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_3_no_schooling_completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,1255,91,,,,,2672,1037,29071,,,,,244,1536,,,,,266,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_4_nursery_to_4th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,985,78,,,,,1828,760,28544,,,,,407,1755,,,,,373,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_5_5th_and_6th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,2075,262,,,,,3099,1759,64448,,,,,736,3900,,,,,287,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_6_7th_and_8th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2054,445,,,,,2296,1666,32833,,,,,904,2136,,,,,215,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_7_9th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,2120,284,,,,,2710,1890,44184,,,,,1102,3423,,,,,390,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_8_10th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,3209,214,,,,,2787,1886,28054,,,,,1162,2428,,,,,439,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_9_11th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,3033,242,,,,,3035,2391,32927,,,,,970,3073,,,,,318,,,,,,,,,,,,,,,,,,,,
2009-2013,"B15002_10_12th_grade,_no_diploma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,1457,172,,,,,2866,1498,26094,,,,,536,3425,,,,,139,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_11_high_school_graduate_(includes_equivalency),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3326,27026,3505,,,,,33015,24779,294181,,,,,8736,35519,,,,,4662,,,,,,,,,,,,,,,,,,,,
2009-2013,"B15002_12_some_college,_less_than_1_year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,6804,963,,,,,8476,6185,59391,,,,,1700,8780,,,,,569,,,,,,,,,,,,,,,,,,,,
2009-2013,"B15002_13_some_college,_1_or_more_years,_no_degree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615,18232,2420,,,,,30661,16430,194617,,,,,4100,24090,,,,,1774,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_14_associate's_degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,8045,857,,,,,10127,7243,67978,,,,,916,8610,,,,,622,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_15_bachelor's_degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,17468,1394,,,,,49584,17223,235698,,,,,1666,32567,,,,,1601,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_16_master's_degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,5909,323,,,,,20571,5956,85634,,,,,441,10728,,,,,422,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_17_professional_school_degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,1838,32,,,,,3919,2426,30329,,,,,127,3616,,,,,126,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_18_doctorate_degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1806,76,,,,,4831,1925,20388,,,,,61,1931,,,,,56,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_19_female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9760,101786,11408,,,,,199549,100796,1326940,,,,,25757,156600,,,,,12399,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_20_no_schooling_completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1289,98,,,,,3477,1143,30027,,,,,304,1317,,,,,89,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_21_nursery_to_4th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,825,78,,,,,1937,762,25963,,,,,250,1706,,,,,135,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_22_5th_and_6th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,2439,260,,,,,3484,1513,56544,,,,,651,2280,,,,,315,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_23_7th_and_8th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,1754,222,,,,,2604,1685,33730,,,,,1160,1775,,,,,274,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_24_9th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,1813,148,,,,,2640,1882,38717,,,,,1047,2892,,,,,380,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_25_10th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,2106,269,,,,,2437,1429,26360,,,,,1015,2594,,,,,394,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_26_11th_grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,2331,353,,,,,3078,2548,31428,,,,,1408,3542,,,,,490,,,,,,,,,,,,,,,,,,,,
2009-2013,"B15002_27_12th_grade,_no_diploma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,1447,201,,,,,3059,1480,25151,,,,,451,3859,,,,,194,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_28_high_school_graduate_(includes_equivalency),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299,25063,3413,,,,,37284,25495,318269,,,,,9694,40328,,,,,4566,,,,,,,,,,,,,,,,,,,,
2009-2013,"B15002_29_some_college,_less_than_1_year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,7114,781,,,,,9751,7910,74703,,,,,2247,11268,,,,,735,,,,,,,,,,,,,,,,,,,,
2009-2013,"B15002_30_some_college,_1_or_more_years,_no_degree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,17727,2500,,,,,35733,17513,218819,,,,,4158,28657,,,,,1621,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_31_associate's_degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,8475,815,,,,,14848,9222,79922,,,,,1287,11793,,,,,738,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_32_bachelor's_degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326,18697,1463,,,,,54312,18812,243861,,,,,1324,31899,,,,,1795,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_33_master's_degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,7559,697,,,,,19639,6692,89726,,,,,567,9957,,,,,629,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_34_professional_school_degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2018,81,,,,,2771,1616,22366,,,,,54,1694,,,,,13,,,,,,,,,,,,,,,,,,,,
2009-2013,B15002_35_doctorate_degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1129,29,,,,,2495,1094,11354,,,,,140,1039,,,,,31,,,,,,,,,,,,,,,,,,,,
2009-2013,B19001_1_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10615,107717,12147,,,,,191406,110032,1434694,,,,,24844,163462,,,,,13601,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_2_less_than_$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807,5340,649,,,,,6403,7768,100479,,,,,1946,7339,,,,,1214,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_3_$10,000_to_$14,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,4185,443,,,,,4353,4980,70887,,,,,1459,6151,,,,,539,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_4_$15,000_to_$19,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,4318,306,,,,,5062,4516,78103,,,,,1970,7218,,,,,801,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_5_$20,000_to_$24,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,4206,459,,,,,6082,5210,79606,,,,,1575,6792,,,,,792,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_6_$25,000_to_$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,4383,592,,,,,5926,4639,74467,,,,,1250,7354,,,,,700,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_7_$30,000_to_$34,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,4518,505,,,,,6661,5276,78331,,,,,1407,7337,,,,,707,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_8_$35,000_to_$39,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,3873,356,,,,,6211,4421,66294,,,,,1292,6954,,,,,871,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_9_$40,000_to_$44,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,4387,571,,,,,6617,4767,68181,,,,,1048,6588,,,,,590,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_10_$45,000_to_$49,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,4902,271,,,,,6665,3883,60596,,,,,1027,5748,,,,,576,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_11_$50,000_to_$59,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120,8261,790,,,,,13187,8062,111796,,,,,2583,11637,,,,,1056,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_12_$60,000_to_$74,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854,10244,1293,,,,,17416,10042,135511,,,,,2514,16299,,,,,1824,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_13_$75,000_to_$99,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407,14840,1845,,,,,26820,14617,165376,,,,,2512,22779,,,,,1247,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_14_$100,000_to_$124,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,12737,1399,,,,,22705,10073,112488,,,,,1744,14800,,,,,945,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_15_$125,000_to_$149,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,7143,856,,,,,16083,7272,67577,,,,,1213,10024,,,,,658,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_16_$150,000_to_$199,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,8700,1251,,,,,19582,7724,76516,,,,,862,12183,,,,,581,,,,,,,,,,,,,,,,,,,,
2009-2013,"B19001_17_$200,000_or_more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,5680,561,,,,,21633,6782,88486,,,,,442,14259,,,,,500,,,,,,,,,,,,,,,,,,,,
2009-2013,B19013_1_median_household_income_in_the_past_12_months_(in_2013_inflation-adjusted_dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53265,67603,72489,,,,,85297,61877,53137,,,,,47228,67766,,,,,50097,,,,,,,,,,,,,,,,,,,,
2009-2013,B25001_1_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12880,120387,13561,,,,,202621,134442,1616961,,,,,28910,181294,,,,,15834,,,,,,,,,,,,,,,,,,,,
2009-2013,B25003_1_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10615,107717,12147,,,,,191406,110032,1434694,,,,,24844,163462,,,,,13601,,,,,,,,,,,,,,,,,,,,
2009-2013,B25003_2_owner_occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8077,79652,10065,,,,,150628,75613,810622,,,,,19400,119126,,,,,9231,,,,,,,,,,,,,,,,,,,,
2009-2013,B25003_3_renter_occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2538,28065,2082,,,,,40778,34419,624072,,,,,5444,44336,,,,,4370,,,,,,,,,,,,,,,,,,,,
2009-2013,B25024_1_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12880,120387,13561,,,,,202621,134442,1616961,,,,,28910,181294,,,,,15834,,,,,,,,,,,,,,,,,,,,
2009-2013,"B25024_2_1,_detached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9590,86261,10257,,,,,170790,96962,929293,,,,,17619,122147,,,,,9678,,,,,,,,,,,,,,,,,,,,
2009-2013,"B25024_3_1,_attached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,1852,90,,,,,3863,2497,64770,,,,,366,4166,,,,,370,,,,,,,,,,,,,,,,,,,,
