,,,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,163,183,3590,5533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,4,71,3264,111,505,1101,0,68,114,52,796,92,0,235,182,68,79,,47900.0,2013-2017,B15002_4_nursery_to_4th_grade
,,,2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,181,371,4989,9048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,30,475,4606,98,1089,2481,92,391,225,148,1001,97,0,58,629,146,103,,47900.0,2013-2017,B15002_5_5th_and_6th_grade
,,,3109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,465,771,3415,4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,173,417,3395,382,965,1758,156,781,395,282,366,14,0,44,477,113,541,,47900.0,2013-2017,B15002_6_7th_and_8th_grade
,,,2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,384,775,3297,6478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,104,501,3999,182,537,2517,101,568,375,214,419,38,26,26,233,206,344,,47900.0,2013-2017,B15002_7_9th_grade
,,,3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,,762,1067,2409,4473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,140,463,2336,375,994,1616,51,1010,390,303,422,92,43,100,246,57,422,,47900.0,2013-2017,B15002_8_10th_grade
,,,4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,,1054,1020,2504,4684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,104,498,2122,363,605,1593,30,770,530,568,330,100,0,55,215,253,481,,47900.0,2013-2017,B15002_9_11th_grade
,,,2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,815,1331,4618,6265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,155,181,4711,393,1261,2785,13,716,628,330,801,73,0,135,182,109,255,,47900.0,2013-2017,"B15002_10_12th_grade,_no_diploma"
,,,38774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9938,,16516,20391,43941,78726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6645,1428,5647,44803,6611,14922,28604,710,12665,10039,5156,6680,1110,305,1821,3478,1419,5704,,47900.0,2013-2017,B15002_11_high_school_graduate_(includes_equivalency)
,,,6716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639,,3179,5090,11847,16280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584,342,1205,12733,1573,4282,7994,95,2587,2898,1001,1648,318,79,357,556,200,1266,,47900.0,2013-2017,"B15002_12_some_college,_less_than_1_year"
,,,20688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4919,,7965,10777,33287,44618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5650,500,2211,35250,3051,11926,20824,341,5670,7167,1698,6255,987,291,1162,1614,607,2416,,47900.0,2013-2017,"B15002_13_some_college,_1_or_more_years,_no_degree"
,,,6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821,,3452,5574,15617,14813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2802,472,1020,17159,1379,5551,9149,156,2578,3126,815,2275,290,76,302,981,492,999,,47900.0,2013-2017,B15002_14_associate's_degree
,,,55412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4797,,7800,18813,86734,48492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29384,705,2230,114109,4759,41241,32814,558,8031,10090,1685,16505,2365,1642,2349,2318,1058,3453,,47900.0,2013-2017,B15002_15_bachelor's_degree
,,,42321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2661,,4084,9077,61601,25086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21364,420,897,87935,2547,25225,20346,236,4124,6862,635,11141,1691,1264,951,1058,378,1638,,47900.0,2013-2017,B15002_16_master's_degree
,,,20707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,,602,1764,26091,4339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8149,198,317,20360,491,3050,2381,88,566,601,177,4672,391,446,260,283,103,292,,47900.0,2013-2017,B15002_17_professional_school_degree
,,,11022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,,481,2498,25716,4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4493,149,196,16205,292,3074,2013,97,391,619,69,2299,303,309,252,171,34,351,,47900.0,2013-2017,B15002_18_doctorate_degree
,,,253549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31455,,54996,85865,378388,323290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86533,5281,16752,398423,23983,122621,146165,2797,44416,45297,13546,61595,8270,4982,8589,13390,5181,19613,,47900.0,2013-2017,B15002_19_female
,,,2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,431,996,6706,4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408,75,206,6646,203,1592,3080,8,286,257,73,1095,143,0,128,439,62,65,,47900.0,2013-2017,B15002_20_no_schooling_completed
,,,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,70,192,3377,3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,0,39,2490,66,599,1451,0,170,151,10,528,114,13,18,172,72,80,,47900.0,2013-2017,B15002_21_nursery_to_4th_grade
,,,2289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,236,543,5684,6221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882,66,245,5296,131,1200,2294,0,286,133,40,1107,54,0,9,428,139,74,,47900.0,2013-2017,B15002_22_5th_and_6th_grade
,,,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,381,803,3763,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,167,376,3799,436,1017,1448,38,616,368,271,550,91,0,32,288,72,277,,47900.0,2013-2017,B15002_23_7th_and_8th_grade
,,,3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,154,785,3218,4752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,99,300,3780,170,633,1484,33,358,313,368,737,65,25,67,301,53,268,,47900.0,2013-2017,B15002_24_9th_grade
,,,3731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,671,938,2484,3489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,127,409,2139,410,964,1821,39,585,414,383,275,123,20,85,208,29,485,,47900.0,2013-2017,B15002_25_10th_grade
,,,4847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,,539,900,2776,4732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,49,495,2080,316,687,1350,47,963,666,340,481,31,0,299,206,239,427,,47900.0,2013-2017,B15002_26_11th_grade
,,,2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,810,807,5484,5544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,14,196,5438,200,1405,2828,13,738,476,219,703,94,36,132,315,145,228,,47900.0,2013-2017,"B15002_27_12th_grade,_no_diploma"
,,,45345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8895,,16513,20434,54073,78247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074,1476,4885,55156,6184,15901,31164,789,13441,9981,4526,7334,1170,388,2011,3130,1186,6539,,47900.0,2013-2017,B15002_28_high_school_graduate_(includes_equivalency)
,,,10008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2753,,4203,6221,15014,21570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687,245,1347,15458,1996,5330,9149,193,3733,2989,1334,2294,330,163,681,950,222,1619,,47900.0,2013-2017,"B15002_29_some_college,_less_than_1_year"
,,,24791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5241,,9490,10446,38217,54018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5450,728,2858,38822,3166,13849,20483,547,6399,8249,1785,5401,982,269,1169,1678,849,2341,,47900.0,2013-2017,"B15002_30_some_college,_1_or_more_years,_no_degree"
,,,8551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2821,,5021,7710,21546,21220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3106,481,1242,24501,2282,8828,13043,209,3869,4841,1171,2951,566,329,586,1247,381,1309,,47900.0,2013-2017,B15002_31_associate's_degree
,,,58418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5767,,9740,20333,103991,62425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30260,884,2639,126612,5453,43468,35413,526,8249,10320,2060,17898,2432,1729,1704,2365,1226,3708,,47900.0,2013-2017,B15002_32_bachelor's_degree
,,,54077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3584,,5656,11601,75526,39028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24086,752,1292,82018,2346,22664,18063,285,4050,5357,844,14226,1658,1265,1324,1416,385,1800,,47900.0,2013-2017,B15002_33_master's_degree
,,,19155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,,665,1618,18893,4776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6264,38,176,15333,407,2499,1796,38,383,507,81,3906,211,505,207,178,61,235,,47900.0,2013-2017,B15002_34_professional_school_degree
,,,9311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,416,1538,17636,4434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3413,80,47,8855,217,1985,1298,32,290,275,41,2109,206,240,137,69,60,158,,47900.0,2013-2017,B15002_35_doctorate_degree
,,,277985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31462,,54988,90022,369242,306694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102310,5568,16837,393380,23981,121299,139306,3131,43279,45345,14190,68663,8499,5308,10419,12540,4778,20808,,47900.0,2013-2017,B19001_1_total
,,,26654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,,2136,3042,13265,11903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4289,343,623,11309,644,2195,3156,154,1421,852,556,2526,337,87,849,508,19,1192,,47900.0,2013-2017,"B19001_2_less_than_$10,000"
,,,12425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,,1108,1904,6737,6719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618,232,588,5682,440,1268,2090,182,777,576,638,1230,48,77,450,141,123,525,,47900.0,2013-2017,"B19001_3_$10,000_to_$14,999"
,,,10097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,,1314,2008,6542,7975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702,144,666,5147,663,1573,2164,133,1053,918,417,1275,178,152,369,298,149,722,,47900.0,2013-2017,"B19001_4_$15,000_to_$19,999"
,,,9249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,,1332,2642,8164,9068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358,100,676,6178,635,1573,3207,119,1141,861,585,1983,240,124,374,347,188,951,,47900.0,2013-2017,"B19001_5_$20,000_to_$24,999"
,,,9321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,,1262,2659,9082,9293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052,319,548,7509,698,1618,3123,108,1461,877,605,1496,263,101,508,414,194,634,,47900.0,2013-2017,"B19001_6_$25,000_to_$29,999"
,,,8572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,,1870,2734,9345,10596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936,171,634,7828,601,1843,3261,172,1359,1030,639,1740,229,56,634,412,122,738,,47900.0,2013-2017,"B19001_7_$30,000_to_$34,999"
,,,7292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,,1476,2649,10010,10636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946,135,817,7775,885,2031,3778,135,1394,1249,744,2076,237,57,345,553,229,754,,47900.0,2013-2017,"B19001_8_$35,000_to_$39,999"
,,,8298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947,,1369,3024,9704,11777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664,233,653,8044,599,2488,4069,110,1521,1201,506,2357,210,85,473,454,86,764,,47900.0,2013-2017,"B19001_9_$40,000_to_$44,999"
,,,7325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,,1389,2586,9903,10867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959,210,563,7465,710,2542,3570,113,1650,1359,630,2283,115,146,570,542,140,600,,47900.0,2013-2017,"B19001_10_$45,000_to_$49,999"
,,,15136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710,,3177,6307,21226,23970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5099,451,1274,19231,1257,5720,7995,323,3071,3100,1220,3843,399,286,894,1069,361,1884,,47900.0,2013-2017,"B19001_11_$50,000_to_$59,999"
,,,21259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065,,4917,8881,29965,33553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7404,518,2115,29100,2251,7742,12843,276,4951,4080,1600,6475,701,394,778,1262,569,1930,,47900.0,2013-2017,"B19001_12_$60,000_to_$74,999"
,,,29781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4550,,8052,12187,44503,44728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12936,684,2728,47567,3042,12420,19643,323,6563,5817,1857,9183,1004,706,1402,2147,717,2734,,47900.0,2013-2017,"B19001_13_$75,000_to_$99,999"
,,,26091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3494,,6896,11074,41684,36242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11784,518,1599,46715,2882,14967,17508,293,5247,5809,1546,7911,993,636,750,1280,704,2664,,47900.0,2013-2017,"B19001_14_$100,000_to_$124,999"
,,,18308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3762,,5789,8437,30520,25036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9599,486,1274,37585,2326,12908,14044,158,3513,4464,1012,5900,825,265,483,1102,453,1762,,47900.0,2013-2017,"B19001_15_$125,000_to_$149,999"
,,,25494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4773,,6939,10454,45309,29275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13644,499,1126,56714,3016,20305,18624,220,4391,6393,1083,7310,1168,758,820,1164,459,1538,,47900.0,2013-2017,"B19001_16_$150,000_to_$199,999"
,,,42683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3745,,5962,9434,73283,25056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22320,525,953,89531,3332,30106,20231,312,3766,6759,552,11075,1552,1378,720,847,265,1416,,47900.0,2013-2017,"B19001_17_$200,000_or_more"
,,,77649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100350,,93973,88502,103178,78607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112138,72129,69693,117515,94775,129588,101059,62541,81434,103005,65353,93370,106870,114795,57258,77551,79131,72526,,47900.0,2013-2017,B19013_1_median_household_income_in_the_past_12_months_(in_2017_inflation-adjusted_dollars)
,,,308161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34785,,58883,94688,386587,330326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111646,6286,18307,411223,26413,126162,145961,3945,46594,47345,16188,75489,8843,5805,11545,13451,4895,22813,,47900.0,2013-2017,B25001_1_total
,,,277985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31462,,54988,90022,369242,306694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102310,5568,16837,393380,23981,121299,139306,3131,43279,45345,14190,68663,8499,5308,10419,12540,4778,20808,,47900.0,2013-2017,B25003_1_total
,,,115795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26241,,42505,67295,242295,189513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45525,4176,12272,266707,18803,94437,100948,2354,33482,34377,10887,29576,5949,3178,3746,7979,3224,15420,,47900.0,2013-2017,B25003_2_owner_occupied
,,,162190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5221,,12483,22727,126947,117181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56785,1392,4565,126673,5178,26862,38358,777,9797,10968,3303,39087,2550,2130,6673,4561,1554,5388,,47900.0,2013-2017,B25003_3_renter_occupied
,,,308161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34785,,58883,94688,386587,330326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111646,6286,18307,411223,26413,126162,145961,3945,46594,47345,16188,75489,8843,5805,11545,13451,4895,22813,,47900.0,2013-2017,B25024_1_total
,,,36781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30312,,41527,59314,183970,170096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29412,5459,14392,194073,22310,67342,81346,3771,36710,35476,13738,10545,4779,2423,4650,5629,2724,17077,,47900.0,2013-2017,"B25024_2_1,_detached"
,,,77305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2421,,11147,19055,71925,52866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11211,111,1366,96119,1949,36716,37662,39,3690,6436,689,15744,1859,695,1361,3742,1052,1803,,47900.0,2013-2017,"B25024_3_1,_attached"
,,,9726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,114,1043,1891,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034,115,240,1890,341,499,957,49,134,135,209,895,9,0,277,138,29,438,,47900.0,2013-2017,B25024_4_2
,,,22081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,856,1477,5079,5137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4164,168,265,5017,282,1233,1397,0,319,293,467,2276,95,126,428,446,51,310,,47900.0,2013-2017,B25024_5_3_or_4
,,,20881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,818,2821,20136,23275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6351,65,587,20101,118,4452,3948,45,386,1227,301,6784,278,104,1132,815,66,571,,47900.0,2013-2017,B25024_6_5_to_9
,,,32236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,,858,6644,36347,46982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8746,40,665,42035,691,8841,13158,3,1366,1851,449,9753,1381,356,2346,1869,313,600,,47900.0,2013-2017,B25024_7_10_to_19
,,,24403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,1426,1424,10569,6498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5345,48,141,11492,110,2146,2284,0,853,196,19,4036,112,204,788,269,300,76,,47900.0,2013-2017,B25024_8_20_to_49
,,,84574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,1398,2135,55914,22221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45175,258,104,38154,231,4198,3440,0,849,425,61,25403,330,1878,563,417,348,117,,47900.0,2013-2017,B25024_9_50_or_more
,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,,718,733,653,1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,22,504,2263,381,623,1752,38,2268,1306,255,37,0,19,0,126,12,1808,,47900.0,2013-2017,B25024_10_mobile_home
,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,21,42,103,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,43,79,0,112,17,0,19,0,0,16,0,0,0,0,0,13,,47900.0,2013-2017,"B25024_11_boat,_rv,_van,_etc."
,,,537400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347200,,294000,315400,467500,272900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643300,333100,266400,534800,370000,475500,358300,358600,265600,327600,231000,537900,501900,742000,341200,307000,263300,227300,,47900.0,2013-2017,B25077_1_median_value_(dollars)
,,,308161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34785,,58883,94688,386587,330326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111646,6286,18307,411223,26413,126162,145961,3945,46594,47345,16188,75489,8843,5805,11545,13451,4895,22813,,47900.0,2013-2017,B25034_1_total
,,,4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,795,1056,4123,2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305,34,161,2726,182,3779,2243,0,867,610,109,1167,61,209,79,22,29,184,,47900.0,2013-2017,B25034_2_built_2014_or_later
,,,9373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,,2688,2596,8946,6494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4544,86,437,7721,525,10480,5985,77,1261,2692,218,1503,92,188,847,403,111,541,,47900.0,2013-2017,B25034_3_built_2010_to_2013
